ID	Evidences length	Evidences list	Complete evidences
Q9KKX6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KKX7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KKX8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KKX9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KKY4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KKY5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KKY7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KKZ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL00	1	PHOBIUS_TM	PHOBIUS_TM
Q9KL19	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL22	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL23	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL35	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL42	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL44	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KL53	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL56	1	SL	SL
Q9KL57	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL63	1	PHOBIUS_TM	PHOBIUS_TM
Q9KL64	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL67	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL68	1	PHOBIUS_TM	PHOBIUS_TM
Q9KL74	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL92	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL95	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KL99	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLA0	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KLA1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLA2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLB1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLC0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLC8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLF5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLG3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLH1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLH8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLI9	1	SL	SL
Q9KLJ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLJ4	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q9KLK0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLL0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLM5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLM7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLN6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLP0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLQ4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLQ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLS2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLS4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLS8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLT3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLU0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLU8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLV0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLV1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLV3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLV8	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KLW2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLX1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KLY4	1	SL	SL
Q9KLZ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLZ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KLZ4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KM00	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM33	1	PHOBIUS_TM	PHOBIUS_TM
Q9KM35	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM39	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KM41	1	PHOBIUS_TM	PHOBIUS_TM
Q9KM43	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM46	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM51	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM64	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM82	1	PHOBIUS_TM	PHOBIUS_TM
Q9KM90	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KM97	1	PHOBIUS_TM	PHOBIUS_TM
Q9KM98	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMA9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMB3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMC4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMC7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMC9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KME2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KME3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KME7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KME8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMF2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMF3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMF5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMF7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMG1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMG8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMH5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMH7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMI2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMI4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMI5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMI6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMI7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMJ3	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KMJ5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMJ7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMJ9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMK5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMK8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMK9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMM1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMM7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMM8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMN5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMN8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMQ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMQ3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMS1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMU0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMU1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMU2	1	SL	SL
Q9KMU5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMV2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMV4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMV5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMX3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMX8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMY0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMY5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMZ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KMZ3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMZ4	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KMZ5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMZ8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KMZ9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN09	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN10	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN11	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN12	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN13	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN14	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN15	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN20	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN36	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN39	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN44	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN45	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN50	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN59	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN62	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN64	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN75	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN76	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN77	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN80	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN82	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN88	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN89	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KN96	1	PHOBIUS_TM	PHOBIUS_TM
Q9KN97	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNA0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNB7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNB8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNE1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNE2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNE3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNF9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNI8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNJ6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNJ8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNK1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNM0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNM5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNM7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNM8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNN5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNQ1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNQ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNR0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNR3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNS7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNU0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KNU8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNV3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNV9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KNY0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KP12	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KP13	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KP25	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KP28	1	PHOBIUS_TM	PHOBIUS_TM
Q9KP58	1	PHOBIUS_TM	PHOBIUS_TM
Q9KP77	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KP98	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPA3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPA9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPB9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPC7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPC8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPD0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPI0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPI7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPJ2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPL1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPM1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPM8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPN5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPN6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPP3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPQ2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPR6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPS9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPT4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KPU9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPX7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPY0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KPZ1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ27	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQ33	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQ37	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ42	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQ49	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ50	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ57	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ58	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQ86	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQ87	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQ99	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQA0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQA2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQC0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQE2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQF7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQG0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQG1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQG3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQG6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQG7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQI6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQI8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQK4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQL7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQM8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQN1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQN2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQN4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQQ7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQQ9	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KQR1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQR3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQR4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQR6	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q9KQT9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KQV0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQW4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQW5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQW7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQW8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQX7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQY2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQY5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQY8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KQZ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR04	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR05	1	PHOBIUS_TM	PHOBIUS_TM
Q9KR06	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR10	1	PHOBIUS_TM	PHOBIUS_TM
Q9KR40	1	GPI	GPI
Q9KR79	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR80	1	PHOBIUS_TM	PHOBIUS_TM
Q9KR85	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR88	1	PHOBIUS_TM	PHOBIUS_TM
Q9KR89	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KR90	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRA0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRA9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRB9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRC4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRD0	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KRD4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRE8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRF4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRG0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRG1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRG5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRG6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRG9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRH3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRH5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRH7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRI3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRI5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRJ7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRK8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRK9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRL1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRL2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRL8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRM3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRM7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRM8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRM9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRN8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRN9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRP3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRP9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRR1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRR2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRR6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRR9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRS0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRT9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRU8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRU9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRV0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRW0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRX3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRX7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRX8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KRY2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRY3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRY4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KRZ8	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KS03	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS20	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS21	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS23	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS25	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS26	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS31	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS32	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS38	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS39	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS40	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS47	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS49	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS65	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS68	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS84	1	PHOBIUS_TM	PHOBIUS_TM
Q9KS89	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KS99	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSB6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSC5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSC6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSD0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSE3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSE4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSE6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSF1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSF5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSF8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSG2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSH7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSI0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSI5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSJ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSK8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSM1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSM3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSM4	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KSM7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSQ7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSR1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSR2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KSR9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSS0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KST8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSU5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSU8	1	GPI	GPI
Q9KSV5	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KSX5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KSY3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT03	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT06	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT12	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT13	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT28	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT31	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT33	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT34	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT38	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT39	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT45	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT53	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT54	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT61	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KT70	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT73	1	PHOBIUS_TM	PHOBIUS_TM
Q9KT98	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KTA0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTA5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTB1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTC4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTC7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTD5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTG2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTG3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTG4	1	PHOBIUS_TM	PHOBIUS_TM
