# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9KUD0	OTHER	0.001029	0.998971	
Q9KUD1	OTHER	0.000516	0.999484	
Q9KUD7	OTHER	0.001233	0.998767	
Q9KUE2	OTHER	0.001412	0.998588	
Q9KUE8	OTHER	0.020583	0.979417	
Q9KUG1	OTHER	0.000815	0.999185	
Q9KUG4	OTHER	0.001076	0.998924	
Q9KUH2	OTHER	0.002026	0.997974	
Q9KUI0	OTHER	0.001392	0.998608	
Q9KUI9	OTHER	0.001514	0.998486	
Q9KUJ0	OTHER	0.005082	0.994918	
Q9KUJ1	OTHER	0.002737	0.997263	
Q9KUJ4	OTHER	0.085569	0.914431	
Q9KUJ7	SP(Sec/SPI)	0.776272	0.223728	CS pos: 21-22. SSA-VL. Pr: 0.5286
Q9KUK1	OTHER	0.000331	0.999669	
Q9KUM8	OTHER	0.002079	0.997921	
Q9KUP2	OTHER	0.001768	0.998232	
Q9KUP3	OTHER	0.000876	0.999124	
Q9KUP7	OTHER	0.001062	0.998938	
Q9KUQ0	OTHER	0.000937	0.999063	
Q9KUQ9	OTHER	0.001059	0.998941	
Q9KUR2	OTHER	0.000836	0.999164	
Q9KUS0	SP(Sec/SPI)	0.994294	0.005706	CS pos: 22-23. AHA-EP. Pr: 0.9358
Q9KUS1	OTHER	0.001836	0.998164	
Q9KUS2	OTHER	0.000768	0.999232	
Q9KUT3	OTHER	0.104924	0.895076	
Q9KUU7	OTHER	0.002354	0.997646	
Q9KUW2	OTHER	0.000970	0.999030	
Q9KUW5	OTHER	0.000296	0.999704	
Q9KUW9	OTHER	0.000369	0.999631	
Q9KUX2	OTHER	0.001392	0.998608	
Q9KUX3	OTHER	0.000419	0.999581	
Q9KUX4	OTHER	0.021473	0.978527	
Q9KUY4	OTHER	0.001855	0.998145	
Q9KUY7	OTHER	0.000417	0.999583	
Q9KUZ3	OTHER	0.000568	0.999432	
Q9KUZ6	OTHER	0.000712	0.999288	
Q9KV11	OTHER	0.000564	0.999436	
Q9KV12	SP(Sec/SPI)	0.804936	0.195064	CS pos: 18-19. ASG-KT. Pr: 0.7285
Q9KV16	OTHER	0.000767	0.999233	
Q9KV18	OTHER	0.000861	0.999139	
Q9KV19	OTHER	0.001662	0.998338	
Q9KV22	OTHER	0.006670	0.993330	
Q9KV26	OTHER	0.000438	0.999562	
Q9KV29	OTHER	0.000594	0.999406	
Q9KV30	OTHER	0.001055	0.998945	
Q9KV37	OTHER	0.000712	0.999288	
Q9KV39	OTHER	0.001860	0.998140	
Q9KV40	OTHER	0.001952	0.998048	
Q9KV48	OTHER	0.001623	0.998377	
Q9KV50	OTHER	0.000489	0.999511	
Q9KV52	OTHER	0.003014	0.996986	
Q9KV59	OTHER	0.001146	0.998854	
Q9KV60	OTHER	0.000319	0.999681	
Q9KV66	OTHER	0.002190	0.997810	
Q9KV80	OTHER	0.000820	0.999180	
Q9KV81	OTHER	0.007862	0.992138	
Q9KVB3	OTHER	0.015761	0.984239	
Q9KVB9	OTHER	0.002287	0.997713	
Q9KVC4	OTHER	0.000287	0.999713	
Q9KVD2	OTHER	0.000415	0.999585	
Q9KVD3	OTHER	0.001227	0.998773	
Q9KVD4	OTHER	0.000507	0.999493	
Q9KVD5	OTHER	0.000517	0.999483	
Q9KVD6	OTHER	0.001833	0.998167	
Q9KVD9	OTHER	0.056076	0.943924	
Q9KVF0	OTHER	0.011210	0.988790	
Q9KVF2	SP(Sec/SPI)	0.971654	0.028346	CS pos: 25-26. AQA-TP. Pr: 0.7691
Q9KVF6	OTHER	0.001467	0.998533	
Q9KVF9	OTHER	0.004018	0.995982	
Q9KVG0	OTHER	0.004275	0.995725	
Q9KVH9	OTHER	0.002870	0.997130	
Q9KVI4	OTHER	0.000548	0.999452	
Q9KVJ0	OTHER	0.000486	0.999514	
Q9KVJ6	OTHER	0.002127	0.997873	
Q9KVK6	OTHER	0.002098	0.997902	
Q9KVL2	OTHER	0.001780	0.998220	
Q9KVL4	OTHER	0.001073	0.998927	
Q9KVL6	OTHER	0.001555	0.998445	
Q9KVL7	OTHER	0.001131	0.998869	
Q9KVM1	OTHER	0.001839	0.998161	
Q9KVM5	OTHER	0.001807	0.998193	
Q9KVQ4	OTHER	0.000640	0.999360	
Q9KVQ6	OTHER	0.000955	0.999045	
Q9KVS3	OTHER	0.001231	0.998769	
Q9KVS4	OTHER	0.000637	0.999363	
Q9KVS7	OTHER	0.028083	0.971917	
Q9KVS8	OTHER	0.000932	0.999068	
Q9KVT3	OTHER	0.000626	0.999374	
Q9KVT4	OTHER	0.000904	0.999096	
Q9KVT5	OTHER	0.001952	0.998048	
Q9KVT8	OTHER	0.235404	0.764596	
Q9KVU5	OTHER	0.033448	0.966552	
Q9KVV4	OTHER	0.002733	0.997267	
Q9KVV9	OTHER	0.003487	0.996513	
Q9KVW0	OTHER	0.001829	0.998171	
Q9KVX3	OTHER	0.001088	0.998912	
Q9KVX5	OTHER	0.001606	0.998394	
Q9KVX6	OTHER	0.002393	0.997607	
Q9KVY4	SP(Sec/SPI)	0.625865	0.374135	CS pos: 26-27. QVA-KN. Pr: 0.2594
Q9KVY5	OTHER	0.003230	0.996770	
Q9X4Q6	OTHER	0.000477	0.999523	
Q9X4Q7	OTHER	0.007039	0.992961	
Q9X4W3	OTHER	0.004229	0.995771	
H9L4N9	OTHER	0.000249	0.999751	
H9L4P6	OTHER	0.000843	0.999157	
H9L4Q6	OTHER	0.001041	0.998959	
H9L4Q7	OTHER	0.000770	0.999230	
H9L4Q9	OTHER	0.001660	0.998340	
H9L4R7	OTHER	0.000959	0.999041	
H9L4R8	OTHER	0.000940	0.999060	
H9L4S3	OTHER	0.078719	0.921281	
H9L4S9	OTHER	0.001466	0.998534	
H9L4T0	OTHER	0.045159	0.954841	
O07350	SP(Sec/SPI)	0.707989	0.292011	CS pos: 18-19. ALC-AI. Pr: 0.3525
O07898	OTHER	0.001071	0.998929	
O07899	OTHER	0.000944	0.999056	
O30862	OTHER	0.000227	0.999773	
O31020	OTHER	0.001312	0.998688	
O34238	OTHER	0.051037	0.948963	
O34239	OTHER	0.000396	0.999604	
O34419	OTHER	0.000640	0.999360	
O52043	OTHER	0.029483	0.970517	
O52044	OTHER	0.150975	0.849025	
O68844	OTHER	0.002058	0.997942	
O68845	OTHER	0.000695	0.999305	
O87077	OTHER	0.001515	0.998485	
P06111	SP(Sec/SPI)	0.998123	0.001877	CS pos: 19-20. ALA-AQ. Pr: 0.9251
P08038	SP(Sec/SPI)	0.985003	0.014997	CS pos: 20-21. TFA-AP. Pr: 0.5854
P0A479	OTHER	0.000604	0.999396	
P0A497	OTHER	0.002698	0.997302	
P0C6C4	OTHER	0.000635	0.999365	
P0C6C5	OTHER	0.000577	0.999423	
P0C6C8	OTHER	0.000397	0.999603	
P0C6C9	OTHER	0.000824	0.999176	
P0C6D0	OTHER	0.002157	0.997843	
P0C6D1	OTHER	0.000904	0.999096	
P0C6D5	OTHER	0.000421	0.999579	
P0C6D8	OTHER	0.151148	0.848852	
P0C6D9	SP(Sec/SPI)	0.566488	0.433512	CS pos: 20-21. SFS-NV. Pr: 0.4423
P0C6F0	SP(Sec/SPI)	0.980879	0.019121	CS pos: 17-18. IGC-KH. Pr: 0.3913
P0C6Q0	OTHER	0.003783	0.996217	
P0C6Q4	OTHER	0.002138	0.997862	
P0C6Q5	SP(Sec/SPI)	0.924741	0.075259	CS pos: 20-21. SFA-FN. Pr: 0.8436
P0C6Q6	SP(Sec/SPI)	0.986867	0.013133	CS pos: 21-22. AYA-DG. Pr: 0.7993
P0C6Q7	SP(Sec/SPI)	0.885377	0.114623	CS pos: 22-23. VGC-NE. Pr: 0.3088
P0C6Q9	SP(Sec/SPI)	0.908483	0.091517	CS pos: 20-21. SGC-SL. Pr: 0.4074
P0C6R0	SP(Sec/SPI)	0.965742	0.034258	CS pos: 25-26. AFA-QD. Pr: 0.8400
P15492	OTHER	0.071636	0.928364	
P17266	SP(Sec/SPI)	0.994446	0.005554	CS pos: 21-22. VFA-HQ. Pr: 0.9132
P23476	OTHER	0.174933	0.825067	
P24003	OTHER	0.314375	0.685625	
P29480	OTHER	0.000275	0.999725	
P29481	SP(Sec/SPI)	0.894477	0.105523	CS pos: 19-20. CSN-TN. Pr: 0.2135
P29484	SP(Sec/SPI)	0.986950	0.013050	CS pos: 21-22. VAA-NE. Pr: 0.9197
P29489	SP(Sec/SPI)	0.511065	0.488935	CS pos: 25-26. IIA-LP. Pr: 0.3418
P29490	SP(Sec/SPI)	0.984697	0.015303	CS pos: 21-22. TFA-QG. Pr: 0.6930
P29491	OTHER	0.002130	0.997870	
P38441	OTHER	0.001554	0.998446	
P38442	OTHER	0.001467	0.998533	
P45784	SP(Sec/SPI)	0.796530	0.203470	CS pos: 27-28. AQV-AL. Pr: 0.1597
P50511	OTHER	0.000720	0.999280	
P52022	OTHER	0.000935	0.999065	
P52116	OTHER	0.000864	0.999136	
P52692	OTHER	0.036433	0.963567	
P52695	OTHER	0.000335	0.999665	
P57051	OTHER	0.302939	0.697061	
P57063	OTHER	0.322940	0.677060	
P57069	SP(Sec/SPI)	0.996462	0.003538	CS pos: 16-17. AIA-AP. Pr: 0.8535
P57070	SP(Sec/SPI)	0.991324	0.008676	CS pos: 23-24. CAT-AP. Pr: 0.6214
P58093	OTHER	0.000186	0.999814	
P64127	OTHER	0.001412	0.998588	
P65128	OTHER	0.000415	0.999585	
P66367	OTHER	0.000683	0.999317	
P66532	OTHER	0.000452	0.999548	
P78283	OTHER	0.194778	0.805222	
Q06952	OTHER	0.002241	0.997759	
Q07024	OTHER	0.002204	0.997796	
Q56647	OTHER	0.000830	0.999170	
Q9KKJ4	SP(Sec/SPI)	0.990433	0.009567	CS pos: 21-22. VYA-EQ. Pr: 0.9416
Q9KKK2	OTHER	0.041352	0.958648	
Q9KKK9	OTHER	0.000505	0.999495	
Q9KKL3	OTHER	0.000197	0.999803	
Q9KKL4	OTHER	0.165370	0.834630	
Q9KKL5	OTHER	0.004721	0.995279	
Q9KKL9	OTHER	0.002104	0.997896	
Q9KKM3	OTHER	0.000365	0.999635	
Q9KKN1	OTHER	0.385478	0.614522	
Q9KKN3	OTHER	0.074918	0.925082	
Q9KKN5	OTHER	0.000726	0.999274	
Q9KKN7	OTHER	0.003068	0.996932	
Q9KKN9	OTHER	0.004066	0.995934	
Q9KKP0	OTHER	0.025519	0.974481	
Q9KKP3	OTHER	0.002374	0.997626	
Q9KKQ6	OTHER	0.003426	0.996574	
Q9KKR2	OTHER	0.002106	0.997894	
Q9KKR4	OTHER	0.125570	0.874430	
Q9KKR8	SP(Sec/SPI)	0.970501	0.029499	CS pos: 19-20. LMA-SE. Pr: 0.8179
Q9KKT2	OTHER	0.004134	0.995866	
Q9KKT3	OTHER	0.021406	0.978594	
Q9KKU0	OTHER	0.370237	0.629763	
Q9KKW3	OTHER	0.000626	0.999374	
Q9KKW4	OTHER	0.001667	0.998333	
Q9KKW7	OTHER	0.002647	0.997353	
Q9KKX5	OTHER	0.000675	0.999325	
Q9KKY1	OTHER	0.000953	0.999047	
Q9KKZ7	OTHER	0.001565	0.998435	
Q9KKZ8	OTHER	0.000415	0.999585	
Q9KL05	OTHER	0.353804	0.646196	
Q9KL07	OTHER	0.005397	0.994603	
Q9KL11	OTHER	0.001444	0.998556	
Q9KL13	OTHER	0.002880	0.997120	
Q9KL16	OTHER	0.001294	0.998706	
Q9KL20	OTHER	0.002526	0.997474	
Q9KL26	OTHER	0.009426	0.990574	
Q9KL50	OTHER	0.019026	0.980974	
Q9KL51	OTHER	0.002270	0.997730	
Q9KL54	OTHER	0.006541	0.993459	
Q9KL72	OTHER	0.000638	0.999362	
Q9KL75	OTHER	0.010105	0.989895	
Q9KL76	OTHER	0.000562	0.999438	
Q9KL84	SP(Sec/SPI)	0.947034	0.052966	CS pos: 21-22. VSA-AG. Pr: 0.7950
Q9KL86	SP(Sec/SPI)	0.997938	0.002062	CS pos: 20-21. ALA-SP. Pr: 0.7046
Q9KL91	OTHER	0.003466	0.996534	
Q9KL96	OTHER	0.000950	0.999050	
Q9KL98	OTHER	0.001663	0.998337	
Q9KLA3	OTHER	0.002586	0.997414	
Q9KLA9	OTHER	0.327899	0.672101	
Q9KLB2	OTHER	0.001245	0.998755	
Q9KLB8	OTHER	0.001729	0.998271	
Q9KLB9	OTHER	0.000852	0.999148	
Q9KLC1	OTHER	0.002718	0.997282	
Q9KLC3	OTHER	0.001081	0.998919	
Q9KLC4	OTHER	0.001471	0.998529	
Q9KLC7	OTHER	0.000373	0.999627	
Q9KLC9	OTHER	0.001027	0.998973	
Q9KLD1	OTHER	0.000982	0.999018	
Q9KLD2	OTHER	0.000950	0.999050	
Q9KLD5	SP(Sec/SPI)	0.982013	0.017987	CS pos: 23-24. AYG-HG. Pr: 0.6437
Q9KLD9	SP(Sec/SPI)	0.989781	0.010219	CS pos: 25-26. VQA-SE. Pr: 0.9451
Q9KLE1	OTHER	0.000709	0.999291	
Q9KLE3	SP(Sec/SPI)	0.999550	0.000450	CS pos: 17-18. VSA-VE. Pr: 0.9855
Q9KLE4	OTHER	0.005310	0.994690	
Q9KLF4	OTHER	0.001270	0.998730	
Q9KLG4	OTHER	0.032887	0.967113	
Q9KLG8	OTHER	0.001028	0.998972	
Q9KLH0	OTHER	0.019296	0.980704	
Q9KLH2	OTHER	0.003742	0.996258	
Q9KLI4	OTHER	0.000674	0.999326	
Q9KLI6	OTHER	0.003746	0.996254	
Q9KLI7	OTHER	0.001296	0.998704	
Q9KLJ2	OTHER	0.002756	0.997244	
Q9KLJ6	OTHER	0.003129	0.996871	
Q9KLJ7	OTHER	0.000669	0.999331	
Q9KLK2	OTHER	0.000672	0.999328	
Q9KLK6	SP(Sec/SPI)	0.995255	0.004745	CS pos: 22-23. GQA-DS. Pr: 0.8849
Q9KLL6	OTHER	0.009635	0.990365	
Q9KLL7	SP(Sec/SPI)	0.997493	0.002507	CS pos: 22-23. ASA-KE. Pr: 0.9592
Q9KLL8	OTHER	0.001191	0.998809	
Q9KLM4	OTHER	0.000594	0.999406	
Q9KLM6	OTHER	0.003803	0.996197	
Q9KLM9	OTHER	0.010409	0.989591	
Q9KLN1	OTHER	0.001214	0.998786	
Q9KLN2	OTHER	0.004193	0.995807	
Q9KLN4	OTHER	0.000882	0.999118	
Q9KLN5	OTHER	0.001807	0.998193	
Q9KLN8	OTHER	0.078395	0.921605	
Q9KLN9	OTHER	0.033755	0.966245	
Q9KLP4	OTHER	0.028017	0.971983	
Q9KLP6	OTHER	0.002483	0.997517	
Q9KLQ0	OTHER	0.055257	0.944743	
Q9KLQ1	OTHER	0.016739	0.983261	
Q9KLQ2	OTHER	0.003188	0.996812	
Q9KLQ6	OTHER	0.162977	0.837023	
Q9KLQ9	OTHER	0.118852	0.881148	
Q9KLR0	OTHER	0.001151	0.998849	
Q9KLR2	OTHER	0.149512	0.850488	
Q9KLR5	OTHER	0.000618	0.999382	
Q9KLR6	OTHER	0.001466	0.998534	
Q9KLR7	OTHER	0.197860	0.802140	
Q9KLS5	OTHER	0.231601	0.768399	
Q9KLS6	OTHER	0.004266	0.995734	
Q9KLT0	SP(Sec/SPI)	0.567694	0.432306	CS pos: 23-24. TWT-NH. Pr: 0.3758
Q9KLT4	OTHER	0.001104	0.998896	
Q9KLT6	OTHER	0.003618	0.996382	
Q9KLT8	OTHER	0.000948	0.999052	
Q9KLU5	OTHER	0.001089	0.998911	
Q9KLV9	OTHER	0.000553	0.999447	
Q9KLX4	OTHER	0.001078	0.998922	
Q9KLX7	OTHER	0.002384	0.997616	
Q9KLX9	OTHER	0.003710	0.996290	
Q9KLY1	OTHER	0.118722	0.881278	
Q9KLY7	OTHER	0.016492	0.983508	
Q9KLZ9	OTHER	0.036921	0.963079	
Q9KM08	SP(Sec/SPI)	0.997298	0.002702	CS pos: 21-22. CSA-SP. Pr: 0.8225
Q9KM09	OTHER	0.001616	0.998384	
Q9KM25	OTHER	0.228457	0.771543	
Q9KM26	OTHER	0.002300	0.997700	
Q9KM29	OTHER	0.013520	0.986480	
Q9KM32	SP(Sec/SPI)	0.822801	0.177199	CS pos: 35-36. SEA-VE. Pr: 0.5572
Q9KM49	OTHER	0.000176	0.999824	
Q9KM55	OTHER	0.496264	0.503736	
Q9KM57	OTHER	0.006967	0.993033	
Q9KM58	OTHER	0.006174	0.993826	
Q9KM59	OTHER	0.197004	0.802996	
Q9KM60	OTHER	0.000695	0.999305	
Q9KM65	OTHER	0.000112	0.999888	
Q9KM67	OTHER	0.108929	0.891071	
Q9KM68	OTHER	0.001367	0.998633	
Q9KM75	OTHER	0.043292	0.956708	
Q9KM77	OTHER	0.000800	0.999200	
Q9KMA5	OTHER	0.001619	0.998381	
Q9KMA6	OTHER	0.000547	0.999453	
Q9KMC1	SP(Sec/SPI)	0.999199	0.000801	CS pos: 18-19. CLG-MP. Pr: 0.9630
Q9KMF4	SP(Sec/SPI)	0.999288	0.000712	CS pos: 18-19. CLG-MP. Pr: 0.9602
Q9KMG4	OTHER	0.002833	0.997167	
Q9KMG5	OTHER	0.000389	0.999611	
Q9KMJ6	SP(Sec/SPI)	0.999089	0.000911	CS pos: 18-19. CLG-MP. Pr: 0.9630
Q9KMN0	OTHER	0.001841	0.998159	
Q9KMN1	OTHER	0.005485	0.994515	
Q9KMP5	OTHER	0.000517	0.999483	
Q9KMP6	SP(Sec/SPI)	0.999058	0.000942	CS pos: 20-21. VQA-SE. Pr: 0.9840
Q9KMR3	SP(Sec/SPI)	0.991507	0.008493	CS pos: 24-25. TLA-NI. Pr: 0.9378
Q9KMS0	SP(Sec/SPI)	0.982523	0.017477	CS pos: 23-24. VQA-EA. Pr: 0.7675
Q9KMS4	OTHER	0.002340	0.997660	
Q9KMS6	OTHER	0.001738	0.998262	
Q9KMT2	OTHER	0.028567	0.971433	
Q9KMV1	OTHER	0.001091	0.998909	
Q9KMV7	OTHER	0.028956	0.971044	
Q9KMW0	OTHER	0.011700	0.988300	
Q9KMW3	OTHER	0.036234	0.963766	
Q9KMW8	OTHER	0.065633	0.934367	
Q9KMX2	OTHER	0.002223	0.997777	
Q9KMY7	OTHER	0.166822	0.833178	
Q9KN00	OTHER	0.000833	0.999167	
Q9KN01	OTHER	0.005570	0.994430	
Q9KN02	OTHER	0.283812	0.716188	
Q9KN05	OTHER	0.000468	0.999532	
Q9KN06	OTHER	0.004686	0.995314	
Q9KN16	OTHER	0.000827	0.999173	
Q9KN24	OTHER	0.000873	0.999127	
Q9KN25	SP(Sec/SPI)	0.970423	0.029577	CS pos: 25-26. SHA-VS. Pr: 0.8738
Q9KN29	OTHER	0.000390	0.999610	
Q9KN30	OTHER	0.215607	0.784393	
Q9KN35	SP(Sec/SPI)	0.984313	0.015687	CS pos: 25-26. AQA-QD. Pr: 0.8430
Q9KN48	OTHER	0.020457	0.979543	
Q9KN67	OTHER	0.000612	0.999388	
Q9KN81	OTHER	0.000868	0.999132	
Q9KN91	OTHER	0.016493	0.983507	
Q9KN93	OTHER	0.000235	0.999765	
Q9KN94	OTHER	0.002285	0.997715	
Q9KN95	OTHER	0.061876	0.938124	
Q9KNA7	SP(Sec/SPI)	0.989169	0.010831	CS pos: 20-21. INA-AV. Pr: 0.8912
Q9KNB6	OTHER	0.002810	0.997190	
Q9KNC4	OTHER	0.062557	0.937443	
Q9KNC9	OTHER	0.091502	0.908498	
Q9KND0	OTHER	0.014386	0.985614	
Q9KND4	OTHER	0.152323	0.847677	
Q9KNE0	OTHER	0.000520	0.999480	
Q9KNE4	OTHER	0.001113	0.998887	
Q9KNE6	OTHER	0.001963	0.998037	
Q9KNE7	OTHER	0.000724	0.999276	
Q9KNF0	OTHER	0.002087	0.997913	
Q9KNF1	OTHER	0.000686	0.999314	
Q9KNF6	OTHER	0.035585	0.964415	
Q9KNG4	OTHER	0.004776	0.995224	
Q9KNG5	OTHER	0.000997	0.999003	
Q9KNG7	OTHER	0.004102	0.995898	
Q9KNG8	OTHER	0.018944	0.981056	
Q9KNG9	OTHER	0.000281	0.999719	
Q9KNH1	OTHER	0.048438	0.951562	
Q9KNH2	OTHER	0.000897	0.999103	
Q9KNH4	OTHER	0.000134	0.999866	
Q9KNH8	OTHER	0.009667	0.990333	
Q9KNI3	OTHER	0.054863	0.945137	
Q9KNI9	OTHER	0.000556	0.999444	
Q9KNJ0	OTHER	0.000288	0.999712	
Q9KNK2	OTHER	0.000565	0.999435	
Q9KNK3	OTHER	0.000697	0.999303	
Q9KNL2	OTHER	0.001726	0.998274	
Q9KNL6	OTHER	0.000551	0.999449	
Q9KNL7	OTHER	0.001231	0.998769	
Q9KNL8	OTHER	0.000410	0.999590	
Q9KNL9	OTHER	0.339303	0.660697	
Q9KNM1	OTHER	0.020080	0.979920	
Q9KNM6	OTHER	0.026367	0.973633	
Q9KNN2	OTHER	0.000643	0.999357	
Q9KNN3	OTHER	0.001580	0.998420	
Q9KNN4	OTHER	0.000979	0.999021	
Q9KNN7	OTHER	0.002606	0.997394	
Q9KNN8	OTHER	0.054615	0.945385	
Q9KNN9	OTHER	0.000296	0.999704	
Q9KNP1	OTHER	0.016027	0.983973	
Q9KNP3	OTHER	0.004359	0.995641	
Q9KNP5	OTHER	0.000241	0.999759	
Q9KNP6	OTHER	0.001722	0.998278	
Q9KNP9	OTHER	0.000381	0.999619	
Q9KNQ0	OTHER	0.000909	0.999091	
Q9KNQ2	OTHER	0.005630	0.994370	
Q9KNQ4	OTHER	0.001296	0.998704	
Q9KNQ7	OTHER	0.000399	0.999601	
Q9KNQ8	OTHER	0.023737	0.976263	
Q9KNQ9	OTHER	0.001000	0.999000	
Q9KNR6	OTHER	0.000602	0.999398	
Q9KNS0	OTHER	0.001249	0.998751	
Q9KNS1	OTHER	0.000292	0.999708	
Q9KNS2	OTHER	0.003616	0.996384	
Q9KNS3	OTHER	0.004009	0.995991	
Q9KNS4	OTHER	0.000714	0.999286	
Q9KNS8	OTHER	0.000485	0.999515	
Q9KNT2	OTHER	0.003875	0.996125	
Q9KNT9	OTHER	0.001888	0.998112	
Q9KNW7	OTHER	0.001470	0.998530	
Q9KNX2	OTHER	0.008252	0.991748	
Q9KNX4	OTHER	0.349682	0.650318	
Q9KNX7	OTHER	0.002268	0.997732	
Q9KNY1	OTHER	0.000182	0.999818	
Q9KNY2	OTHER	0.000895	0.999105	
Q9KNY3	OTHER	0.000490	0.999510	
Q9KNY4	OTHER	0.002737	0.997263	
Q9KNY6	OTHER	0.000507	0.999493	
Q9KNY7	OTHER	0.000799	0.999201	
Q9KNY8	OTHER	0.000822	0.999178	
Q9KNY9	OTHER	0.000185	0.999815	
Q9KNZ0	OTHER	0.001018	0.998982	
Q9KNZ1	OTHER	0.000537	0.999463	
Q9KNZ2	OTHER	0.000372	0.999628	
Q9KNZ3	OTHER	0.000475	0.999525	
Q9KNZ4	OTHER	0.001007	0.998993	
Q9KNZ5	OTHER	0.000425	0.999575	
Q9KNZ6	OTHER	0.000545	0.999455	
Q9KNZ7	OTHER	0.000422	0.999578	
Q9KNZ8	OTHER	0.000669	0.999331	
Q9KNZ9	OTHER	0.004000	0.996000	
Q9KP00	OTHER	0.000682	0.999318	
Q9KP02	OTHER	0.000502	0.999498	
Q9KP03	OTHER	0.000967	0.999033	
Q9KP05	OTHER	0.002084	0.997916	
Q9KP07	OTHER	0.000584	0.999416	
Q9KP09	OTHER	0.000229	0.999771	
Q9KP17	OTHER	0.201581	0.798419	
Q9KP18	OTHER	0.000689	0.999311	
Q9KP30	OTHER	0.003610	0.996390	
Q9KP33	OTHER	0.004747	0.995253	
Q9KP38	OTHER	0.011291	0.988709	
Q9KP40	SP(Sec/SPI)	0.998876	0.001124	CS pos: 21-22. ASA-AP. Pr: 0.7749
Q9KP41	OTHER	0.101555	0.898445	
Q9KP43	OTHER	0.000274	0.999726	
Q9KP45	OTHER	0.000163	0.999837	
Q9KP46	OTHER	0.001960	0.998040	
Q9KP47	OTHER	0.003923	0.996077	
Q9KP48	OTHER	0.001188	0.998812	
Q9KP49	OTHER	0.002084	0.997916	
Q9KP50	OTHER	0.455964	0.544036	
Q9KP52	OTHER	0.001269	0.998731	
Q9KP53	OTHER	0.002248	0.997752	
Q9KP54	OTHER	0.006832	0.993168	
Q9KP56	OTHER	0.000395	0.999605	
Q9KP57	OTHER	0.006775	0.993225	
Q9KP63	OTHER	0.004034	0.995966	
Q9KP65	OTHER	0.000246	0.999754	
Q9KP68	OTHER	0.000432	0.999568	
Q9KP70	OTHER	0.003405	0.996595	
Q9KP75	OTHER	0.054751	0.945249	
Q9KP76	OTHER	0.002575	0.997425	
Q9KP80	OTHER	0.001355	0.998645	
Q9KP85	OTHER	0.007403	0.992597	
Q9KP90	OTHER	0.001150	0.998850	
Q9KP91	OTHER	0.007186	0.992814	
Q9KP92	OTHER	0.000524	0.999476	
Q9KP94	OTHER	0.000892	0.999108	
Q9KP95	OTHER	0.000487	0.999513	
Q9KP99	OTHER	0.046567	0.953433	
Q9KPA1	OTHER	0.010226	0.989774	
Q9KPA2	OTHER	0.001461	0.998539	
Q9KPA7	OTHER	0.001316	0.998684	
Q9KPB1	OTHER	0.385534	0.614466	
Q9KPB4	OTHER	0.000423	0.999577	
Q9KPB6	OTHER	0.001897	0.998103	
Q9KPC0	OTHER	0.021961	0.978039	
Q9KPC2	OTHER	0.000691	0.999309	
Q9KPC9	SP(Sec/SPI)	0.999196	0.000804	CS pos: 19-20. TFA-QD. Pr: 0.9668
Q9KPD3	OTHER	0.001436	0.998564	
Q9KPD7	OTHER	0.000987	0.999013	
Q9KPE1	OTHER	0.002437	0.997563	
Q9KPE2	OTHER	0.000210	0.999790	
Q9KPE5	OTHER	0.003945	0.996055	
Q9KPE6	OTHER	0.001000	0.999000	
Q9KPE7	OTHER	0.001328	0.998672	
Q9KPE8	OTHER	0.082884	0.917116	
Q9KPF0	SP(Sec/SPI)	0.957621	0.042379	CS pos: 23-24. VQA-NT. Pr: 0.7772
Q9KPF1	OTHER	0.000596	0.999404	
Q9KPF4	OTHER	0.000648	0.999352	
Q9KPF5	OTHER	0.002598	0.997402	
Q9KPG0	OTHER	0.013322	0.986678	
Q9KPG9	OTHER	0.002518	0.997482	
Q9KPH0	OTHER	0.001222	0.998778	
Q9KPH2	OTHER	0.000915	0.999085	
Q9KPI4	OTHER	0.000799	0.999201	
Q9KPI5	OTHER	0.011430	0.988570	
Q9KPJ0	OTHER	0.003682	0.996318	
Q9KPJ1	OTHER	0.000877	0.999123	
Q9KPJ4	OTHER	0.001105	0.998895	
Q9KPJ7	OTHER	0.002692	0.997308	
Q9KPJ8	OTHER	0.001396	0.998604	
Q9KPJ9	OTHER	0.000348	0.999652	
Q9KPK4	OTHER	0.004898	0.995102	
Q9KPK5	OTHER	0.000470	0.999530	
Q9KPK6	OTHER	0.001259	0.998741	
Q9KPK8	OTHER	0.000597	0.999403	
Q9KPL5	OTHER	0.259809	0.740191	
Q9KPM4	OTHER	0.001074	0.998926	
Q9KPM5	OTHER	0.001841	0.998159	
Q9KPN2	OTHER	0.001757	0.998243	
Q9KPP4	OTHER	0.002295	0.997705	
Q9KPQ4	SP(Sec/SPI)	0.972426	0.027574	CS pos: 18-19. GCA-QQ. Pr: 0.4713
Q9KPQ5	OTHER	0.001093	0.998907	
Q9KPQ7	OTHER	0.004528	0.995472	
Q9KPR7	SP(Sec/SPI)	0.945737	0.054263	CS pos: 31-32. VWA-GP. Pr: 0.8913
Q9KPS0	OTHER	0.000577	0.999423	
Q9KPS1	OTHER	0.001732	0.998268	
Q9KPS3	OTHER	0.121165	0.878835	
Q9KPS7	OTHER	0.000782	0.999218	
Q9KPT1	OTHER	0.001637	0.998363	
